Edad,Lugar de nacimiento,Etnia,Lengua materna,Ocupacion,Años activa,Género,Instrumento,Tipo de voz,Sello,sitio web
"22 de agosto de 1995 (27 años)
Londres, Reino Unido",Británica,Albanokosovar,Albanés,Cantante compositora modelo diseñadora de moda actriz,2014-presente,Pop Disco House Dance pop R&B,Voz,Mezzosoprano,Warner Vertigo,dualipa.com
